Date,Time,Location,Type,Status
2026-07-05,10:41:26,Room 201,Smoke Triggered,Pending
2026-07-05,10:41:47,Room 201,Smoke Triggered,Pending
2026-07-05,10:41:53,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:03,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:09,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:19,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:26,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:33,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:40,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:46,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:53,Room 201,Smoke Triggered,Pending
2026-07-05,10:42:59,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:07,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:19,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:27,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:35,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:40,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:49,Room 201,Smoke Triggered,Pending
2026-07-05,10:43:54,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:01,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:08,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:17,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:25,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:30,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:36,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:45,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:51,Room 201,Smoke Triggered,Pending
2026-07-05,10:44:57,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:06,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:11,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:18,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:26,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:34,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:44,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:50,Room 201,Smoke Triggered,Pending
2026-07-05,10:45:56,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:05,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:16,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:25,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:30,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:43,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:49,Room 201,Smoke Triggered,Pending
2026-07-05,10:46:56,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:02,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:07,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:16,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:22,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:29,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:45,Room 201,Smoke Triggered,Pending
2026-07-05,10:47:56,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:04,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:11,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:21,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:31,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:36,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:42,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:48,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:53,Room 201,Smoke Triggered,Pending
2026-07-05,10:48:59,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:04,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:10,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:17,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:22,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:30,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:36,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:42,Room 201,Smoke Triggered,Pending
2026-07-05,10:49:52,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:08,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:15,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:23,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:28,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:36,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:44,Room 201,Smoke Triggered,Pending
2026-07-05,10:50:49,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:02,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:10,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:19,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:25,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:31,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:38,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:44,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:49,Room 201,Smoke Triggered,Pending
2026-07-05,10:51:57,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:04,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:10,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:17,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:30,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:36,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:41,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:47,Room 201,Smoke Triggered,Pending
2026-07-05,10:52:53,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:03,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:09,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:15,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:21,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:26,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:32,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:38,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:44,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:52,Room 201,Smoke Triggered,Pending
2026-07-05,10:53:58,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:08,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:17,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:22,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:29,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:35,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:49,Room 201,Smoke Triggered,Pending
2026-07-05,10:54:56,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:04,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:12,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:17,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:24,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:30,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:36,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:42,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:48,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:53,Room 201,Smoke Triggered,Pending
2026-07-05,10:55:59,Room 201,Smoke Triggered,Pending
2026-07-05,10:56:06,Room 201,Smoke Triggered,Pending
2026-07-05,10:56:12,Room 201,Smoke Triggered,Pending
2026-07-05,10:56:18,Room 201,Smoke Triggered,Pending
2026-07-05,10:56:23,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:12,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:19,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:26,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:34,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:39,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:45,Room 201,Smoke Triggered,Pending
2026-07-05,10:57:57,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:03,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:13,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:19,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:26,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:43,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:49,Room 201,Smoke Triggered,Pending
2026-07-05,10:58:54,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:01,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:07,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:13,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:19,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:24,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:37,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:43,Room 201,Smoke Triggered,Pending
2026-07-05,10:59:49,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:02,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:08,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:17,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:28,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:37,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:44,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:53,Room 201,Smoke Triggered,Pending
2026-07-05,11:00:58,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:05,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:12,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:18,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:24,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:30,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:36,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:42,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:53,Room 201,Smoke Triggered,Pending
2026-07-05,11:01:59,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:10,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:16,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:22,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:30,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:37,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:45,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:51,Room 201,Smoke Triggered,Pending
2026-07-05,11:02:56,Room 201,Smoke Triggered,Pending
2026-07-05,11:03:21,Room 201,Smoke Triggered,Pending
2026-07-05,11:03:27,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:12,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:25,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:30,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:36,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:43,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:48,Room 201,Smoke Triggered,Pending
2026-07-05,19:00:53,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:01,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:06,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:14,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:21,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:26,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:33,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:39,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:47,Room 201,Smoke Triggered,Pending
2026-07-05,19:01:53,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:05,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:12,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:23,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:29,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:35,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:43,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:49,Room 201,Smoke Triggered,Pending
2026-07-05,19:02:56,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:02,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:09,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:19,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:25,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:33,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:39,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:45,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:52,Room 201,Smoke Triggered,Pending
2026-07-05,19:03:58,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:04,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:10,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:15,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:21,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:28,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:34,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:40,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:49,Room 201,Smoke Triggered,Pending
2026-07-05,19:04:57,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:08,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:14,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:20,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:27,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:33,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:39,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:49,Room 201,Smoke Triggered,Pending
2026-07-05,19:05:56,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:08,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:14,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:23,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:29,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:35,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:44,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:50,Room 201,Smoke Triggered,Pending
2026-07-05,19:06:57,Room 201,Smoke Triggered,Pending
2026-07-05,19:07:03,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:02,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:08,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:20,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:30,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:36,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:43,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:51,Room 201,Smoke Triggered,Pending
2026-07-05,19:10:57,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:02,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:09,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:23,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:28,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:34,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:40,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:45,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:53,Room 201,Smoke Triggered,Pending
2026-07-05,19:11:59,Room 201,Smoke Triggered,Pending
2026-07-05,19:12:05,Room 201,Smoke Triggered,Pending
2026-07-05,19:12:20,Room 201,Smoke Triggered,Pending
2026-07-05,19:12:37,Room 201,Smoke Triggered,Pending
2026-07-05,19:12:45,Room 201,Smoke Triggered,Pending
2026-07-05,19:12:51,Room 201,Smoke Triggered,Pending
2026-07-05,19:12:56,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:01,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:08,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:15,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:20,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:27,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:39,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:46,Room 201,Smoke Triggered,Pending
2026-07-05,19:13:52,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:04,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:12,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:17,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:24,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:30,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:36,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:43,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:49,Room 201,Smoke Triggered,Pending
2026-07-05,19:14:56,Room 201,Smoke Triggered,Pending
2026-07-05,19:15:11,Room 201,Smoke Triggered,Pending
2026-07-05,19:15:23,Room 201,Smoke Triggered,Pending
2026-07-05,19:15:31,Room 201,Smoke Triggered,Pending
2026-07-05,19:15:38,Room 201,Smoke Triggered,Pending
2026-07-05,19:15:51,Room 201,Smoke Triggered,Pending
2026-07-05,19:15:57,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:02,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:09,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:16,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:26,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:32,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:39,Room 201,Smoke Triggered,Pending
2026-07-05,19:16:47,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:00,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:11,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:20,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:26,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:33,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:38,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:44,Room 201,Smoke Triggered,Pending
2026-07-05,19:17:50,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:02,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:09,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:15,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:21,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:30,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:37,Room 201,Smoke Triggered,Pending
2026-07-05,19:18:43,Room 201,Smoke Triggered,Pending
2026-07-05,19:19:55,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:01,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:06,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:12,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:19,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:24,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:29,Room 201,Smoke Triggered,Pending
2026-07-05,19:20:57,Room 201,Smoke Triggered,Pending
2026-07-05,19:21:03,Room 201,Smoke Triggered,Pending
2026-07-05,19:21:11,Room 201,Smoke Triggered,Pending
2026-07-05,19:21:17,Room 201,Smoke Triggered,Pending
2026-07-05,19:22:08,Room 201,Smoke Triggered,Pending
2026-07-05,19:22:22,Room 201,Smoke Triggered,Pending
2026-07-06,06:25:13,Room 201,Smoke Triggered,Pending
2026-07-06,06:25:21,Room 201,Smoke Triggered,Pending
2026-07-06,06:25:27,Room 201,Smoke Triggered,Pending
2026-07-06,06:25:34,Room 201,Smoke Triggered,Pending
2026-07-06,06:25:39,Room 201,Smoke Triggered,Pending
2026-07-06,06:25:45,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:02,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:16,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:22,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:30,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:36,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:46,Room 201,Smoke Triggered,Pending
2026-07-06,06:26:55,Room 201,Smoke Triggered,Pending
2026-07-06,06:27:04,Room 201,Smoke Triggered,Pending
2026-07-06,06:27:10,Room 201,Smoke Triggered,Pending
2026-07-06,06:27:20,Room 201,Smoke Triggered,Pending
2026-07-06,06:27:28,Room 201,Smoke Triggered,Pending
2026-07-06,06:27:34,Room 201,Smoke Triggered,Pending
2026-07-06,06:27:47,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:11,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:20,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:25,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:33,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:40,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:45,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:51,Room 201,Smoke Triggered,Pending
2026-07-06,06:28:58,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:05,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:11,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:20,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:25,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:33,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:38,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:43,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:49,Room 201,Smoke Triggered,Pending
2026-07-06,06:29:56,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:04,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:15,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:27,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:32,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:38,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:44,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:49,Room 201,Smoke Triggered,Pending
2026-07-06,06:30:56,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:01,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:07,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:12,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:18,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:23,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:31,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:47,Room 201,Smoke Triggered,Pending
2026-07-06,06:31:57,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:04,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:17,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:31,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:36,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:45,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:53,Room 201,Smoke Triggered,Pending
2026-07-06,06:32:58,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:07,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:13,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:22,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:35,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:40,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:46,Room 201,Smoke Triggered,Pending
2026-07-06,06:33:52,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:06,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:14,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:19,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:25,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:31,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:36,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:44,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:50,Room 201,Smoke Triggered,Pending
2026-07-06,06:34:55,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:01,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:07,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:14,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:22,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:28,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:33,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:40,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:45,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:51,Room 201,Smoke Triggered,Pending
2026-07-06,06:35:58,Room 201,Smoke Triggered,Pending
2026-07-06,06:36:03,Room 201,Smoke Triggered,Pending
2026-07-06,06:36:10,Room 201,Smoke Triggered,Pending
2026-07-06,06:36:16,Room 201,Smoke Triggered,Pending
2026-07-06,06:36:21,Room 201,Smoke Triggered,Pending
2026-07-06,06:36:28,Room 201,Smoke Triggered,Pending
2026-07-06,06:36:35,Room 201,Smoke Triggered,Pending
